Unnamed: 0,Unnamed: 0.1,user_id,session_no,session_question_no,learning_node_question_no,question_number_of_choice,is_new_session_id,is_new_topic,is_new_subtopic,is_new_learningnode,is_new_questionid,is_new_session_question_no,is_new_learning_node_question_no,row_id,is_new_session_id_n_new_topic,is_new_session_id_n_new_subtopic,is_new_session_id_n_new_learningnode,is_new_session_id_n_new_questionid,is_new_topic_n_new_subtopic,is_new_topic_n_new_learningnode,is_new_topic_n_new_questionid,is_new_subtopic_n_new_learningnode,is_new_subtopic_n_new_questionid,is_new_learning_node_n_questionid,question_type_Multi choice,question_type_Single choice,question_difficulty_easy,question_difficulty_hard,question_difficulty_hots,question_difficulty_medium,n_topic,n_subtopic,n_learningnode,n_questionid,prob_correct,n_prob_correct,behav_score,is_correct
1741,1741,2461492094,2.0,5,1,5,1,0,0,1,1,1,1,1741,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4453495,0.4453495
1742,1742,2462231310,1.0,4,1,4,1,0,0,1,1,1,1,1742,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.55164945,0.55164945
1743,1743,2464772306,1.0,8,2,4,1,0,0,1,1,1,1,1743,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.48445463,0.48445463
1744,1744,2469314056,15.0,5,1,4,1,0,0,0,1,1,0,1744,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.32728833,0.32728833
1745,1745,2471754445,2.0,2,1,4,1,0,0,1,1,1,1,1745,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.48504445,0.48504445
1746,1746,2473181735,3.0,6,1,4,1,0,1,1,1,1,1,1746,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5026051,0.5026051
1747,1747,2474057586,2.0,6,3,5,1,0,0,0,1,1,0,1747,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.3998203,0.3998203
1748,1748,2474124140,1.0,7,1,3,1,0,0,0,1,1,1,1748,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.76140463,0.76140463
1749,1749,2476404252,2.0,4,1,4,1,0,0,1,1,1,1,1749,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5492963,0.5492963
1750,1750,2476828850,1.0,4,1,4,1,0,1,1,1,1,1,1750,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.55728644,0.55728644
1751,1751,2478310118,1.0,2,2,4,1,0,0,0,0,1,0,1751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54978263,0.54978263
1752,1752,2478836714,19.0,1,1,4,1,0,0,0,1,1,1,1752,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.38126925,0.38126925
1753,1753,2480093206,7.0,4,2,3,1,0,0,0,1,1,0,1753,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.6831069,0.6831069
1754,1754,2480095839,1.0,3,3,5,1,0,0,0,1,1,0,1754,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.45054504,0.45054504
1755,1755,2480547484,1.0,2,2,5,1,0,1,1,1,1,1,1755,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.45508385,0.45508385
1756,1756,2480718505,1.0,4,1,5,1,0,0,0,0,1,1,1756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4918161,0.4918161
1757,1757,2481989659,10.0,12,3,4,1,0,1,1,1,1,1,1757,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.42588902,0.42588902
1758,1758,2482043473,2.0,2,2,3,1,0,0,0,1,1,0,1758,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.74394023,0.74394023
1759,1759,2482154957,1.0,9,1,4,1,1,0,1,1,1,1,1759,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5637603,0.5637603
1760,1760,2485684701,4.0,10,1,5,1,0,0,0,0,1,0,1760,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.5438868,0.5438868
1761,1761,2487306790,1.0,14,2,5,1,1,1,1,1,1,1,1761,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.43403202,0.43403202
1762,1762,2488060983,2.0,14,2,5,1,0,0,0,1,1,0,1762,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.49502438,0.49502438
1763,1763,2491278699,10.0,15,1,4,1,1,1,1,1,1,1,1763,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.36728626,0.36728626
1764,1764,2494363749,9.0,1,1,5,1,0,0,1,1,1,1,1764,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.36149684,0.36149684
1765,1765,2494931241,2.0,8,2,4,1,0,0,0,1,1,0,1765,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.56398726,0.56398726
1766,1766,2495838983,3.0,10,2,4,1,0,0,1,1,1,1,1766,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.6029763,0.6029763
1767,1767,2496513759,2.0,6,3,4,1,0,1,1,1,1,1,1767,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.51273847,0.51273847
1768,1768,2497435914,3.0,6,2,4,1,1,1,1,1,1,1,1768,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54412,0.54412
1769,1769,2498424682,1.0,3,3,4,1,0,0,0,1,1,1,1769,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.51961744,0.51961744
1770,1770,2498916077,2.0,4,2,5,1,0,1,1,1,1,1,1770,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.5042999,0.5042999
1771,1771,2499456751,25.0,3,1,5,1,0,0,0,0,1,0,1771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.30751103,0.30751103
1772,1772,2500434921,20.0,6,1,4,1,0,0,0,0,1,0,1772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.31317413,0.31317413
1773,1773,2500615936,4.0,1,1,5,1,0,1,1,1,1,1,1773,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.5556768,0.5556768
1774,1774,2504967644,4.0,2,1,4,1,1,1,1,1,1,1,1774,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5503469,0.5503469
1775,1775,2504988262,5.0,5,2,4,1,0,0,0,1,1,1,1775,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.574256,0.574256
1776,1776,2509216379,3.0,1,1,4,1,0,0,0,1,1,0,1776,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.39815843,0.39815843
1777,1777,2513305729,1.0,5,1,5,1,0,0,1,1,1,1,1777,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.44632065,0.44632065
1778,1778,2513841648,17.0,2,2,3,1,0,0,1,1,1,1,1778,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.6637893,0.6637893
1779,1779,2516703247,1.0,2,2,4,1,1,0,1,1,1,1,1779,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.48617446,0.48617446
1780,1780,2516743451,11.0,4,2,4,1,0,0,0,0,1,0,1780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.51443857,0.51443857
1781,1781,2519343475,1.0,2,2,5,1,0,0,0,0,1,0,1781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.5150275,0.5150275
1782,1782,2521342368,3.0,14,2,3,1,0,0,0,0,1,0,1782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.81060636,0.81060636
1783,1783,2522808267,1.0,9,3,5,1,0,0,1,1,1,1,1783,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.42503664,0.42503664
1784,1784,2523703640,7.0,5,1,4,1,0,0,1,1,1,1,1784,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.53471386,0.53471386
1785,1785,2524302749,4.0,6,1,4,1,1,0,1,1,1,1,1785,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.52640164,0.52640164
1786,1786,2524559959,1.0,5,1,3,1,0,0,1,1,1,1,1786,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.76186585,0.76186585
1787,1787,2524726526,4.0,1,1,5,1,0,0,0,0,1,0,1787,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4914949,0.4914949
1788,1788,2525361023,3.0,15,1,5,1,0,0,1,1,1,1,1788,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.43170977,0.43170977
1789,1789,2525494716,1.0,2,1,5,1,0,1,1,1,1,1,1789,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.43831843,0.43831843
1790,1790,2525771974,237.0,6,2,4,1,0,0,1,1,1,1,1790,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.49889553,0.49889553
1791,1791,2529629479,1.0,12,3,4,1,1,1,1,1,1,1,1791,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.6027603,0.6027603
1792,1792,2529640495,2.0,8,2,5,1,0,1,1,1,1,1,1792,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.41461226,0.41461226
1793,1793,2530108048,3.0,5,1,5,1,0,0,0,1,1,0,1793,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.3705806,0.3705806
1794,1794,2532270936,1.0,8,1,4,1,0,0,1,1,1,1,1794,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.47266686,0.47266686
1795,1795,2532835559,11.0,3,1,5,1,0,0,0,0,1,0,1795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.35604063,0.35604063
1796,1796,2535296579,1.0,3,1,5,1,0,0,0,0,1,0,1796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4728778,0.4728778
1797,1797,2536340942,2.0,10,2,3,1,0,0,0,0,1,0,1797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.7982548,0.7982548
1798,1798,2538771498,1.0,4,1,5,1,0,1,1,1,1,1,1798,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.47533378,0.47533378
1799,1799,2541350387,2.0,1,1,3,1,0,0,1,1,1,1,1799,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.73549885,0.73549885
1800,1800,2542402636,2.0,9,3,4,1,0,0,1,1,1,1,1800,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.56147754,0.56147754
1801,1801,2542622237,1.0,2,2,5,1,0,0,1,1,1,1,1801,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4401353,0.4401353
1802,1802,2543839310,1.0,5,2,4,1,0,0,0,1,1,1,1802,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54990333,0.54990333
1803,1803,2543904864,1.0,6,3,4,1,0,0,0,1,1,0,1803,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.52644575,0.52644575
1804,1804,2546072053,1.0,4,1,4,1,0,1,1,1,1,1,1804,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.55728644,0.55728644
1805,1805,2547180496,1.0,6,2,4,1,0,0,0,1,1,0,1805,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5311163,0.5311163
1806,1806,2549144999,1.0,6,1,4,1,1,0,0,0,1,0,1806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54336244,0.54336244
1807,1807,2550379514,4.0,4,2,4,1,0,0,1,1,1,1,1807,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5790121,0.5790121
1808,1808,2553701267,2.0,4,1,5,1,0,0,1,1,1,1,1808,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0.2,0.2,0.43950304,0.43950304
1809,1809,2559740549,1.0,14,2,5,1,0,1,1,1,1,1,1809,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.43403202,0.43403202
1810,1810,2561567810,1.0,6,3,4,1,0,0,0,0,1,0,1810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5194206,0.5194206
1811,1811,2562288416,12.0,7,1,5,1,0,1,1,1,1,1,1811,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.23410846,0.23410846
1812,1812,2562962013,2.0,6,3,5,1,0,0,1,1,1,1,1812,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4253156,0.4253156
1813,1813,2564671367,7.0,1,1,5,1,0,1,1,1,1,1,1813,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.52943337,0.52943337
1814,1814,2565451237,1.0,12,1,4,1,1,1,1,1,1,1,1814,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5778398,0.5778398
1815,1815,2566053380,7.0,12,2,4,1,0,0,1,1,1,1,1815,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.53306454,0.53306454
1816,1816,2566129762,1.0,8,2,4,1,0,0,1,1,1,1,1816,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.48445463,0.48445463
1817,1817,2566797324,1.0,10,1,5,1,0,0,1,1,1,1,1817,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.48889163,0.48889163
1818,1818,2567672172,2.0,1,1,5,1,0,0,0,0,1,0,1818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4702868,0.4702868
1819,1819,2569993428,1.0,6,3,4,1,0,0,1,1,1,1,1819,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5281206,0.5281206
1820,1820,2572296567,1.0,14,1,5,1,0,0,1,1,1,1,1820,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4192442,0.4192442
1821,1821,2572604310,1.0,2,2,4,1,1,0,1,1,1,1,1821,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.48617446,0.48617446
1822,1822,2577629483,4.0,1,1,5,1,0,0,0,0,1,0,1822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4914949,0.4914949
1823,1823,2582085440,2.0,1,1,4,1,0,0,1,1,1,1,1823,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.45938876,0.45938876
1824,1824,2587109393,12.0,1,1,5,1,1,0,1,1,1,1,1824,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.3367136,0.3367136
1825,1825,2587734525,1.0,2,2,5,1,0,0,1,1,1,1,1825,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4401353,0.4401353
1826,1826,2589576261,1.0,4,2,5,1,0,1,1,1,1,1,1826,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.49523258,0.49523258
1827,1827,2589633825,2.0,2,2,4,1,0,0,0,0,1,1,1827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.55015326,0.55015326
1828,1828,2589813095,11.0,12,3,4,1,0,0,1,1,1,1,1828,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.4297971,0.4297971
1829,1829,2591265248,1.0,2,2,5,1,0,0,0,1,1,0,1829,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4257047,0.4257047
1830,1830,2593465571,1.0,2,2,4,1,0,0,0,0,1,0,1830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54978263,0.54978263
1831,1831,2595117405,21.0,6,2,5,1,1,1,1,1,1,1,1831,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.2584539,0.2584539
1832,1832,2598768387,5.0,2,1,5,1,1,1,1,1,1,1,1832,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.48984697,0.48984697
1833,1833,2599427560,5.0,2,2,4,1,0,0,0,1,1,0,1833,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5100483,0.5100483
1834,1834,2600129316,21.0,14,2,4,1,0,0,1,1,1,1,1834,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.22960036,0.22960036
1835,1835,2601030177,11.0,4,2,4,1,1,0,1,1,1,1,1835,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.48729783,0.48729783
1836,1836,2602212784,2.0,7,1,5,1,0,0,0,1,1,0,1836,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.36934555,0.36934555
1837,1837,2602653144,3.0,15,1,5,1,1,1,1,1,1,1,1837,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.43582383,0.43582383
1838,1838,2603502813,6.0,6,3,4,1,0,1,1,1,1,1,1838,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5259889,0.5259889
1839,1839,2606517404,3.0,4,2,5,1,0,0,0,0,1,0,1839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.51096654,0.51096654
1840,1840,2608120090,3.0,8,2,4,1,0,1,1,1,1,1,1840,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54719,0.54719
1841,1841,2608221120,2.0,14,2,3,1,0,0,0,1,1,0,1841,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.7665896,0.7665896
1842,1842,2608882427,12.0,3,1,5,1,0,1,1,1,1,1,1842,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.2964889,0.2964889
1843,1843,2611481317,1.0,8,2,5,1,0,0,0,0,1,0,1843,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0.2,0.2,0.56230134,0.56230134
1844,1844,2611751556,3.0,9,1,3,1,0,0,1,1,1,1,1844,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.78836256,0.78836256
1845,1845,2612702140,5.0,1,1,4,1,0,0,0,0,1,0,1845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5950327,0.5950327
1846,1846,2613467136,4.0,4,2,4,1,1,0,0,1,1,0,1846,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.57334155,0.57334155
1847,1847,2616498942,3.0,9,3,4,1,0,0,1,1,1,1,1847,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.59466267,0.59466267
1848,1848,2618448361,5.0,3,1,5,1,0,0,0,0,1,0,1848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.47863638,0.47863638
1849,1849,2621862574,2.0,9,3,5,1,0,0,0,1,1,0,1849,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4365954,0.4365954
1850,1850,2622659204,9.0,1,1,4,1,1,0,1,1,1,1,1850,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.40396562,0.40396562
1851,1851,2623282895,2.0,4,2,4,1,0,0,1,1,1,1,1851,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54953027,0.54953027
1852,1852,2625021943,7.0,1,1,4,1,0,0,0,0,1,1,1852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.57110745,0.57110745
1853,1853,2625571932,1.0,6,3,4,1,0,0,0,1,1,0,1853,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.52644575,0.52644575
1854,1854,2628908646,1.0,14,2,3,1,0,0,1,1,1,1,1854,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.73658496,0.73658496
1855,1855,2629289718,2.0,9,1,3,1,0,0,1,1,1,1,1855,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.7806811,0.7806811
1856,1856,2632431566,2.0,2,1,5,1,0,1,1,1,1,1,1856,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.43052927,0.43052927
1857,1857,2633329509,11.0,12,2,3,1,0,0,1,1,1,1,1857,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.6771612,0.6771612
1858,1858,2633875274,4.0,1,1,4,1,0,0,1,1,1,1,1858,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.5141979,0.5141979
1859,1859,2634756760,2.0,1,1,4,1,0,0,0,0,1,0,1859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.61145914,0.61145914
1860,1860,2634782663,10.0,4,2,4,1,0,0,1,1,1,1,1860,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.47790378,0.47790378
1861,1861,2635254508,15.0,3,3,4,1,0,0,0,1,1,0,1861,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.40226942,0.40226942
1862,1862,2636679679,3.0,1,1,5,1,0,0,0,0,1,0,1862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4538439,0.4538439
1863,1863,2637656845,6.0,1,1,4,1,0,0,1,1,1,1,1863,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.4525545,0.4525545
1864,1864,2639408233,3.0,1,1,4,1,0,0,1,1,1,1,1864,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.4122191,0.4122191
1865,1865,2640113492,1.0,2,2,4,1,0,1,1,1,1,1,1865,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0.25,0.25,0.48273647,0.48273647
1866,1866,2642072172,41.0,14,2,5,1,0,1,1,1,1,1,1866,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.1964049,0.1964049
1867,1867,2644074250,3.0,2,2,4,1,0,0,1,1,1,1,1867,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.476676,0.476676
1868,1868,2646538224,4.0,6,2,4,1,0,0,1,1,1,1,1868,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.55875033,0.55875033
1869,1869,2647477002,10.0,6,2,4,1,1,0,1,1,1,1,1869,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.46891814,0.46891814
1870,1870,2647764082,2.0,1,1,4,1,0,0,0,0,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.61145914,0.61145914
1871,1871,2649412357,1.0,6,3,5,1,0,1,1,1,1,1,1871,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.42413083,0.42413083
1872,1872,2652063165,2.0,3,1,4,1,0,0,1,1,1,1,1872,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.49380767,0.49380767
1873,1873,2653012000,1.0,15,1,5,1,1,0,1,1,1,1,1873,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.42128065,0.42128065
1874,1874,2653665754,6.0,4,1,5,1,0,0,1,1,1,1,1874,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.4263778,0.4263778
1875,1875,2655678403,4.0,1,1,5,1,0,0,1,1,1,1,1875,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0.2,0.2,0.500027,0.500027
1876,1876,2655757431,1.0,3,1,5,1,0,0,0,1,1,0,1876,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2,0.3956465,0.3956465
1877,1877,2656899073,2.0,15,3,4,1,1,0,1,1,1,1,1877,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25,0.54437244,0.54437244
